1,560.00
1,561.00
1,569.20
1,578.80
1,581.00
1,580.00
1,580.00
1,579.50
1,590.00
1,591.00
1,595.00
1,589.80
1,592.00
1,589.70
1,593.00
1,589.00
1,585.00
1,587.50
1,584.10
1,585.00
1,591.60
1,590.00
1,586.00
1,593.90
1,593.00
1,608.50
1,596.50
1,585.00
1,586.00
1,583.00
1,587.00
1,585.00
1,593.00
1,590.20
1,584.00
1,583.30
1,573.00
1,579.40
1,583.00
1,579.90
1,582.20
1,580.00
1,581.10
1,582.00
1,585.00
1,583.80
1,581.50
1,582.50
1,580.00
1,579.50
1,587.00
1,611.00
1,617.00
1,626.80
1,619.50
1,612.00
1,617.20
1,620.10
1,618.00
1,623.00
1,621.80
1,623.50
1,638.90
1,639.20
1,639.70
1,639.40
1,639.80
1,639.60
1,640.80
1,641.90
1,642.50
1,644.30
1,644.00
1,644.50
1,645.10
1,645.10
1,646.20
1,646.80
1,647.00
1,647.10
1,647.70
1,647.50
1,647.70
1,647.70
1,647.80
1,648.20
1,648.60
1,649.20
1,650.20
1,650.60
1,651.20
1,650.60
1,650.40
1,650.40
1,650.00
1,651.00
1,651.60
1,651.00
1,650.80
1,651.80
1,651.40
1,651.40
1,653.00
1,653.00
1,654.80
1,653.40
1,653.00
1,635.00
1,624.20
1,627.00
1,624.60
1,634.00
1,632.20
1,634.20
1,635.20
1,634.40
1,633.20
1,636.20
1,634.20
1,639.40
1,639.60
1,640.40
1,639.80
1,641.40
1,642.20
1,648.60
1,644.60
1,643.60
1,642.00
1,641.00
1,639.00
1,643.40
1,642.00
1,642.40
1,642.00
1,642.00
1,644.00
1,648.00
1,650.20
1,650.40
1,650.20
1,648.40
1,651.60
1,651.60
1,650.20
1,649.40
1,652.60
1,653.00
1,652.60
1,652.60
1,653.00
1,652.60
1,652.60
1,652.60
1,652.60
1,652.60
1,652.60
1,652.60
1,652.60
1,652.60
1,652.60
1,652.80
1,654.40
1,653.20
1,652.80
1,650.60
