1,204.20
1,199.50
1,198.30
1,189.35
1,187.20
1,191.85
1,191.25
1,189.89
1,185.27
1,191.85
1,190.92
1,196.05
1,194.05
1,191.00
1,183.80
1,180.70
1,181.00
1,188.01
1,186.71
1,181.00
1,185.59
1,184.78
1,189.80
1,188.67
1,192.60
1,197.80
1,201.90
1,202.89
1,195.75
1,196.82
1,196.56
1,199.20
1,200.15
1,199.26
1,197.99
1,194.21
1,197.50
1,199.40
1,197.30
1,188.50
1,191.03
1,190.20
1,195.76
1,194.00
1,200.30
1,199.00
1,196.00
1,192.19
1,195.01
1,191.80
1,192.57
1,190.45
1,189.17
1,184.93
1,182.30
1,186.60
1,188.85
1,189.30
1,186.79
1,184.30
1,183.30
1,183.40
1,185.00
1,186.50
1,186.30
1,186.99
1,190.99
1,191.24
1,197.00
1,196.75
1,196.80
1,196.80
1,198.00
1,201.26
1,203.32
1,208.44
1,207.17
1,207.95
1,210.40
1,212.20
1,212.00
1,209.70
1,213.61
1,213.14
1,217.90
1,216.29
1,215.50
1,217.85
1,216.59
1,211.01
1,210.43
1,214.00
1,219.10
1,213.90
1,204.43
1,208.00
1,204.19
1,202.08
1,206.89
1,203.41
1,205.25
1,205.86
1,205.80
1,205.40
1,207.80
1,206.54
1,205.50
1,202.92
1,205.00
1,203.95
1,205.25
1,205.10
1,206.00
1,203.66
1,203.55
1,205.90
1,207.70
1,209.80
1,210.61
1,207.70
1,214.00
1,218.00
1,214.10
1,215.07
1,214.42
1,217.70
1,218.23
1,219.05
1,221.80
1,227.50
1,232.30
1,238.00
1,243.68
1,238.86
1,239.50
1,237.80
1,233.24
1,234.30
1,232.79
1,232.60
1,235.41
1,235.67
1,236.00
1,227.80
1,223.18
1,228.80
1,225.17
1,229.10
1,232.52
1,232.80
1,231.49
1,230.00
1,227.00
1,224.22
1,227.88
1,228.69
1,228.19
1,226.94
1,226.00
1,232.71
1,235.86
1,229.30
1,234.45
1,236.00
1,233.19
1,233.40
1,232.75
1,233.24
1,239.95
1,236.00
1,239.00
1,244.89
1,248.28
1,249.00
1,235.89
1,240.49
1,238.80
